investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000235,2/5/2024,120844,Lumpsum,337952,Delhi,New Delhi,T30,26-35,Male,8.5,Cheque,Verified
INV001694,2/5/2024,118632,SIP,2051,Punjab,Amritsar,B30,46-55,Female,36.8,Net Banking,Verified
INV000851,2/5/2024,149322,SIP,532,Tamil Nadu,Chennai,T30,36-45,Male,39.2,Cheque,Verified
INV001485,2/5/2024,119552,SIP,2327,Rajasthan,Jaipur,T30,56+,Female,24.4,UPI,Pending
INV001154,2/5/2024,119093,SIP,7739,Delhi,Noida,T30,36-45,Female,34.8,Mandate,Verified
INV001472,2/5/2024,125497,SIP,5008,West Bengal,Kolkata,T30,18-25,Male,5.4,UPI,Verified
INV003907,2/5/2024,120842,Redemption,342434,Gujarat,Surat,T30,46-55,Male,62.6,Mandate,Pending
INV003052,2/5/2024,101207,SIP,2505,Karnataka,Mysore,B30,18-25,Female,7,UPI,Verified
INV004181,2/5/2024,148568,SIP,54785,Uttar Pradesh,Lucknow,T30,26-35,Female,17.8,Cheque,Pending
INV003641,2/5/2024,120842,SIP,6757,Telangana,Hyderabad,T30,26-35,Female,13.1,Net Banking,Verified
INV001402,2/5/2024,118634,Lumpsum,402157,Tamil Nadu,Chennai,T30,26-35,Male,15.2,UPI,Verified
INV001316,2/5/2024,119552,SIP,7622,Punjab,Chandigarh,T30,18-25,Male,7.3,Cheque,Verified
INV003045,2/5/2024,120505,Redemption,215621,Telangana,Hyderabad,T30,26-35,Male,12.2,Cheque,Verified
INV004834,2/5/2024,118636,SIP,46060,Delhi,New Delhi,T30,26-35,Male,20,Net Banking,Verified
INV001674,2/5/2024,100033,Lumpsum,191424,Delhi,Noida,T30,26-35,Male,12,Mandate,Verified
INV004263,2/5/2024,120844,SIP,44868,Delhi,Gurugram,T30,26-35,Female,9.6,UPI,Verified
INV004460,2/5/2024,120842,SIP,862,Haryana,Gurugram,T30,26-35,Male,24.7,UPI,Verified
INV001680,2/5/2024,119120,SIP,2074,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Cheque,Verified
INV001232,2/5/2024,120843,Redemption,425570,Uttar Pradesh,Agra,B30,46-55,Female,29.8,Cheque,Verified
INV004070,2/6/2024,149323,SIP,2079,Maharashtra,Pune,T30,26-35,Male,13.8,UPI,Verified
INV004885,2/6/2024,119092,Redemption,392476,Punjab,Amritsar,B30,26-35,Male,11.7,Cheque,Verified
INV001778,2/6/2024,100025,SIP,1690,Maharashtra,Mumbai,T30,26-35,Male,9.7,Net Banking,Verified
INV001264,2/6/2024,120841,SIP,14684,Madhya Pradesh,Indore,T30,26-35,Female,12,UPI,Verified
INV004650,2/6/2024,125498,SIP,40747,Punjab,Chandigarh,T30,56+,Male,28.2,Net Banking,Verified
INV000764,2/6/2024,125497,SIP,5723,Punjab,Chandigarh,T30,26-35,Male,15.6,Cheque,Verified
INV002466,2/6/2024,148567,SIP,50584,Madhya Pradesh,Indore,T30,36-45,Male,36.9,Mandate,Verified
INV002389,2/6/2024,101206,SIP,7234,Haryana,Faridabad,B30,36-45,Male,50.8,Mandate,Verified
INV002674,2/6/2024,148568,SIP,5913,Karnataka,Mysore,B30,26-35,Female,7.4,Mandate,Verified
INV003778,2/6/2024,100025,Lumpsum,331581,Tamil Nadu,Chennai,T30,36-45,Male,59.4,Cheque,Verified
INV003388,2/6/2024,125497,Redemption,369552,Haryana,Faridabad,B30,56+,Female,39.3,UPI,Verified
INV003735,2/6/2024,102886,Lumpsum,304314,Gujarat,Ahmedabad,T30,36-45,Female,13.9,Cheque,Verified
INV002712,2/6/2024,148567,SIP,530,Karnataka,Bangalore,T30,46-55,Male,24.8,Net Banking,Verified
INV004009,2/6/2024,120844,Lumpsum,405560,Gujarat,Ahmedabad,T30,18-25,Male,5.6,Cheque,Verified
INV002192,2/6/2024,120842,Redemption,425823,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,Net Banking,Verified
INV001127,2/6/2024,102887,SIP,17971,West Bengal,Kolkata,T30,26-35,Female,14.9,Mandate,Verified
INV004237,2/6/2024,119095,SIP,22032,Haryana,Faridabad,B30,36-45,Male,14.1,Net Banking,Verified
INV004745,2/6/2024,118636,SIP,2329,West Bengal,Kolkata,T30,18-25,Male,5.2,UPI,Verified
INV003382,2/6/2024,120506,Lumpsum,183930,Karnataka,Bangalore,T30,26-35,Male,19.8,Net Banking,Verified
INV001954,2/6/2024,120844,SIP,9193,Uttar Pradesh,Agra,B30,26-35,Male,15.6,Mandate,Verified
INV004474,2/6/2024,100033,Redemption,105224,West Bengal,Kolkata,T30,46-55,Male,16.5,Net Banking,Verified
INV000829,2/6/2024,100033,SIP,1144,West Bengal,Kolkata,T30,26-35,Female,23.1,Mandate,Verified
INV000093,2/6/2024,120842,Redemption,298836,Maharashtra,Mumbai,T30,36-45,Female,59,Net Banking,Verified
INV003132,2/6/2024,102885,SIP,2158,Maharashtra,Pune,T30,56+,Male,60.7,Net Banking,Verified
INV003488,2/6/2024,119599,SIP,2502,Gujarat,Surat,T30,46-55,Male,37.3,Net Banking,Verified
INV004535,2/6/2024,120506,SIP,2941,Gujarat,Surat,T30,26-35,Female,19.2,Net Banking,Verified
INV001377,2/6/2024,100033,SIP,14512,Maharashtra,Mumbai,T30,56+,Female,64.7,UPI,Verified
INV002545,2/6/2024,100025,Lumpsum,392434,Haryana,Faridabad,B30,36-45,Male,31.5,UPI,Verified
INV001773,2/6/2024,119551,SIP,24097,Punjab,Chandigarh,T30,26-35,Male,21.4,UPI,Verified
INV003533,2/6/2024,119598,Redemption,175228,Telangana,Hyderabad,T30,56+,Female,11.4,UPI,Verified
INV000623,2/6/2024,119552,Lumpsum,118495,Tamil Nadu,Chennai,T30,46-55,Male,48.9,Cheque,Verified
INV003592,2/6/2024,148567,SIP,584,Madhya Pradesh,Indore,T30,56+,Female,27.6,UPI,Verified
INV004349,2/6/2024,119094,Lumpsum,363843,Haryana,Gurugram,T30,26-35,Female,9.3,Cheque,Verified
INV003459,2/6/2024,119599,Redemption,372093,Karnataka,Mysore,B30,26-35,Female,23.5,Mandate,Verified
INV002107,2/6/2024,119551,Lumpsum,214437,Telangana,Hyderabad,T30,26-35,Male,18.2,Mandate,Verified
INV000654,2/6/2024,120507,Lumpsum,132356,Rajasthan,Udaipur,B30,18-25,Female,7.9,Cheque,Verified
INV002983,2/6/2024,102886,Lumpsum,462016,Karnataka,Mysore,B30,18-25,Male,6.2,Cheque,Verified
INV004102,2/6/2024,148569,Lumpsum,285638,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Cheque,Verified
INV001102,2/6/2024,119552,SIP,2659,West Bengal,Kolkata,T30,46-55,Male,22.2,Mandate,Verified
INV003437,2/6/2024,101208,SIP,1125,Punjab,Amritsar,B30,46-55,Female,51,UPI,Verified
INV003321,2/6/2024,101208,SIP,2948,Karnataka,Bangalore,T30,46-55,Male,22.5,Mandate,Pending
INV000478,2/6/2024,102887,Lumpsum,324644,Gujarat,Surat,T30,36-45,Female,16.5,Mandate,Verified
INV002184,2/6/2024,148568,SIP,20685,Uttar Pradesh,Agra,B30,36-45,Female,38.1,Mandate,Verified
INV001394,2/6/2024,102887,SIP,8348,Karnataka,Bangalore,T30,56+,Male,42.9,Net Banking,Verified
INV004813,2/6/2024,120844,Redemption,373619,West Bengal,Kolkata,T30,26-35,Male,13.9,Mandate,Verified
INV000547,2/6/2024,120844,Redemption,68688,West Bengal,Kolkata,T30,26-35,Male,16.6,Cheque,Verified
INV003458,2/6/2024,100016,SIP,6309,Gujarat,Surat,T30,36-45,Male,21.3,Mandate,Verified
INV000205,2/6/2024,119598,SIP,13905,Haryana,Faridabad,B30,18-25,Male,4.4,UPI,Verified
INV001804,2/6/2024,102887,SIP,25819,Punjab,Amritsar,B30,26-35,Male,20.1,Net Banking,Verified
INV003232,2/6/2024,149323,SIP,20534,Maharashtra,Pune,T30,36-45,Female,30.9,Net Banking,Verified
INV000924,2/6/2024,118634,SIP,523,Haryana,Gurugram,T30,36-45,Male,43.6,Net Banking,Verified
INV003844,2/6/2024,119552,Lumpsum,230863,Maharashtra,Nashik,B30,26-35,Female,15.9,Net Banking,Pending
INV002611,2/6/2024,120503,Lumpsum,322513,West Bengal,Kolkata,T30,26-35,Male,21.5,Mandate,Pending
INV001708,2/6/2024,120843,SIP,17226,Haryana,Faridabad,B30,18-25,Male,7.7,Mandate,Pending
INV000196,2/6/2024,119120,Lumpsum,349242,Tamil Nadu,Chennai,T30,26-35,Male,17.9,Mandate,Pending
INV004295,2/6/2024,118633,SIP,6945,Karnataka,Bangalore,T30,36-45,Male,50.6,Cheque,Verified
INV000944,2/6/2024,120504,SIP,6961,Haryana,Faridabad,B30,36-45,Female,16.9,Cheque,Verified
INV003449,2/6/2024,120843,Lumpsum,248375,Gujarat,Ahmedabad,T30,56+,Male,10,Net Banking,Verified
INV001697,2/6/2024,148567,SIP,2646,Haryana,Gurugram,T30,18-25,Male,5.4,UPI,Verified
INV003707,2/6/2024,119092,SIP,20688,Telangana,Hyderabad,T30,36-45,Female,55.5,Net Banking,Verified
INV002941,2/6/2024,120842,SIP,15219,Rajasthan,Udaipur,B30,36-45,Female,59.2,Net Banking,Verified
INV004294,2/6/2024,120841,Redemption,44268,Punjab,Chandigarh,T30,56+,Female,76,UPI,Verified
INV000598,2/6/2024,120504,SIP,22078,Karnataka,Bangalore,T30,26-35,Male,16.6,Net Banking,Verified
INV000882,2/6/2024,120841,SIP,1139,Madhya Pradesh,Indore,T30,56+,Male,70.9,Cheque,Verified
INV001603,2/6/2024,120507,SIP,11116,Uttar Pradesh,Agra,B30,46-55,Female,53.9,UPI,Verified
INV000076,2/6/2024,149323,SIP,2615,Gujarat,Ahmedabad,T30,56+,Female,67.1,Mandate,Verified
INV003815,2/7/2024,101207,SIP,11563,Gujarat,Surat,T30,36-45,Male,38.7,UPI,Verified
INV003077,2/7/2024,120504,SIP,8989,Tamil Nadu,Coimbatore,B30,18-25,Female,4.6,Cheque,Verified
INV000717,2/7/2024,119551,SIP,14561,Tamil Nadu,Chennai,T30,46-55,Male,44.9,Cheque,Verified
INV001005,2/7/2024,120841,SIP,8425,Karnataka,Bangalore,T30,46-55,Male,84.6,Mandate,Verified
INV004247,2/7/2024,120843,Redemption,307363,Tamil Nadu,Chennai,T30,18-25,Male,4.9,Net Banking,Verified
INV004324,2/7/2024,119598,SIP,16930,Madhya Pradesh,Indore,T30,36-45,Male,42.4,UPI,Verified
INV000796,2/7/2024,119598,SIP,6226,Madhya Pradesh,Indore,T30,18-25,Male,5,UPI,Verified
INV003903,2/7/2024,149323,SIP,556,Karnataka,Mysore,B30,18-25,Female,6.6,Mandate,Verified
INV000006,2/7/2024,102885,SIP,8440,Madhya Pradesh,Bhopal,B30,46-55,Female,43,Cheque,Verified
INV002509,2/7/2024,120843,SIP,1750,Maharashtra,Mumbai,T30,36-45,Female,19.9,UPI,Verified
INV004659,2/7/2024,120504,SIP,13039,West Bengal,Kolkata,T30,18-25,Female,3.3,Mandate,Verified
INV001743,2/7/2024,100016,Lumpsum,467295,Telangana,Hyderabad,T30,26-35,Male,23.5,Net Banking,Verified
INV001768,2/7/2024,118635,Redemption,182986,Madhya Pradesh,Bhopal,B30,26-35,Female,14.1,Mandate,Verified
INV000131,2/7/2024,119093,Lumpsum,429819,Telangana,Hyderabad,T30,36-45,Female,16.8,Mandate,Verified
INV002319,2/7/2024,148569,Lumpsum,429375,Karnataka,Mysore,B30,26-35,Male,8.7,Cheque,Verified
INV002779,2/7/2024,119551,Lumpsum,375789,Uttar Pradesh,Lucknow,T30,26-35,Male,10.4,UPI,Verified
INV003781,2/7/2024,118633,SIP,10935,Tamil Nadu,Coimbatore,B30,26-35,Male,15.8,Mandate,Verified
INV003958,2/7/2024,120507,SIP,406,Haryana,Faridabad,B30,18-25,Male,6.6,Cheque,Verified
INV002679,2/7/2024,149324,SIP,434,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Net Banking,Verified
INV003793,2/7/2024,118632,Lumpsum,261427,Delhi,New Delhi,T30,46-55,Male,94.3,Cheque,Verified
INV001114,2/7/2024,119599,SIP,2984,West Bengal,Kolkata,T30,26-35,Male,24.1,Mandate,Verified
INV000842,2/7/2024,100033,SIP,5035,Uttar Pradesh,Kanpur,B30,36-45,Female,57,Mandate,Verified
INV003055,2/7/2024,149322,SIP,3090,Madhya Pradesh,Indore,T30,26-35,Female,18,Mandate,Verified
INV003920,2/7/2024,119552,SIP,8844,Punjab,Chandigarh,T30,26-35,Male,20.3,Mandate,Verified
INV002799,2/7/2024,120841,Redemption,178301,Uttar Pradesh,Lucknow,T30,36-45,Male,50.5,Cheque,Verified
INV002102,2/7/2024,148569,Redemption,183121,Madhya Pradesh,Bhopal,B30,26-35,Male,9.2,Net Banking,Verified
INV001481,2/7/2024,148568,SIP,572,Telangana,Hyderabad,T30,26-35,Male,23.4,Cheque,Verified
INV004982,2/7/2024,148569,SIP,6601,Haryana,Faridabad,B30,18-25,Female,7.9,UPI,Verified
INV002594,2/7/2024,120841,SIP,7920,Haryana,Gurugram,T30,26-35,Male,23.7,UPI,Verified
INV001207,2/7/2024,120506,Lumpsum,338281,Karnataka,Bangalore,T30,18-25,Male,5.9,Mandate,Verified
INV001649,2/7/2024,102886,SIP,2088,Telangana,Hyderabad,T30,36-45,Male,51.5,Cheque,Verified
INV003921,2/7/2024,119599,SIP,2138,Madhya Pradesh,Bhopal,B30,46-55,Male,87.4,Cheque,Verified
INV000211,2/7/2024,118633,SIP,5668,Punjab,Chandigarh,T30,26-35,Male,17,Mandate,Verified
INV000709,2/7/2024,120841,SIP,26248,Telangana,Hyderabad,T30,26-35,Female,13.6,Net Banking,Verified
INV004508,2/7/2024,149322,SIP,55745,Punjab,Amritsar,B30,36-45,Female,36.5,Net Banking,Verified
INV000711,2/7/2024,119095,SIP,7483,Karnataka,Bangalore,T30,56+,Male,28.3,Mandate,Verified
INV003010,2/7/2024,118632,SIP,2722,Delhi,Gurugram,T30,36-45,Male,13.7,UPI,Verified
INV002945,2/7/2024,120503,Lumpsum,299499,Maharashtra,Nashik,B30,26-35,Male,15.6,UPI,Pending
INV001029,2/7/2024,120843,SIP,24147,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,UPI,Pending
INV004205,2/7/2024,118635,Redemption,53803,Telangana,Hyderabad,T30,56+,Female,56.9,Net Banking,Verified
INV003605,2/7/2024,120507,SIP,2237,Gujarat,Ahmedabad,T30,36-45,Male,15.5,Mandate,Verified
INV002459,2/7/2024,102887,SIP,1080,Rajasthan,Udaipur,B30,18-25,Female,5.2,Net Banking,Pending
INV002333,2/7/2024,125498,SIP,469,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,Net Banking,Verified
INV001797,2/7/2024,119092,SIP,13663,Punjab,Amritsar,B30,26-35,Female,6.8,Mandate,Verified
INV004038,2/7/2024,120843,Lumpsum,238362,Gujarat,Surat,T30,26-35,Female,24.6,Mandate,Verified
INV000028,2/7/2024,120504,SIP,2347,Gujarat,Surat,T30,18-25,Female,6.1,Cheque,Verified
INV003811,2/7/2024,148567,Redemption,352709,Gujarat,Surat,T30,46-55,Female,83.6,UPI,Verified
INV001609,2/7/2024,118633,Lumpsum,122827,Punjab,Chandigarh,T30,26-35,Female,14,Cheque,Verified
INV004293,2/7/2024,102885,SIP,2541,Rajasthan,Jaipur,T30,36-45,Male,54.9,Net Banking,Verified
INV002333,2/7/2024,100025,SIP,8543,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,Net Banking,Verified
INV004703,2/7/2024,125498,SIP,2671,Gujarat,Ahmedabad,T30,56+,Female,45.6,Mandate,Verified
INV002463,2/7/2024,120507,SIP,17105,Punjab,Amritsar,B30,18-25,Male,7,UPI,Verified
INV002913,2/8/2024,100016,SIP,945,Delhi,New Delhi,T30,56+,Male,28.5,Net Banking,Verified
INV001705,2/8/2024,120503,SIP,9047,Haryana,Faridabad,B30,46-55,Male,84.3,Cheque,Verified
INV002052,2/8/2024,148568,SIP,59607,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Net Banking,Pending
INV000480,2/8/2024,101206,SIP,418,Maharashtra,Mumbai,T30,18-25,Male,6.2,Net Banking,Verified
INV001130,2/8/2024,120507,SIP,51224,Rajasthan,Jaipur,T30,18-25,Female,3.2,Net Banking,Verified
INV003427,2/8/2024,119552,SIP,14346,West Bengal,Kolkata,T30,18-25,Male,4.4,Net Banking,Pending
INV001207,2/8/2024,120844,SIP,8931,Karnataka,Bangalore,T30,18-25,Male,5.9,Net Banking,Verified
INV003238,2/8/2024,102886,SIP,2807,Telangana,Hyderabad,T30,26-35,Male,24.1,Net Banking,Verified
INV000749,2/8/2024,119552,SIP,26229,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,Cheque,Verified
INV002527,2/8/2024,119093,Redemption,250721,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified
INV000101,2/8/2024,102885,SIP,40017,Madhya Pradesh,Indore,T30,26-35,Male,20.8,Cheque,Verified
INV002502,2/8/2024,120507,SIP,916,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Cheque,Verified
INV001742,2/8/2024,119094,Lumpsum,208203,Haryana,Gurugram,T30,18-25,Male,3.5,UPI,Verified
INV001737,2/8/2024,148569,SIP,16600,Telangana,Hyderabad,T30,26-35,Female,10.1,Cheque,Verified
INV003514,2/8/2024,120844,Lumpsum,104175,Delhi,Gurugram,T30,36-45,Female,40.2,Cheque,Verified
INV000238,2/8/2024,119598,SIP,11408,Telangana,Hyderabad,T30,36-45,Male,26.3,Cheque,Verified
INV002746,2/8/2024,102887,SIP,3392,Delhi,Noida,T30,26-35,Male,23.2,Net Banking,Verified
INV001377,2/8/2024,119552,SIP,4817,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,Verified
INV001824,2/8/2024,120844,SIP,890,Tamil Nadu,Coimbatore,B30,26-35,Female,8.9,Net Banking,Verified
INV002858,2/8/2024,118633,Redemption,13376,Rajasthan,Udaipur,B30,26-35,Male,17.4,UPI,Verified
INV002993,2/8/2024,119552,SIP,4246,Maharashtra,Pune,T30,46-55,Male,36,Mandate,Verified
INV003714,2/8/2024,118635,Lumpsum,378580,Punjab,Chandigarh,T30,46-55,Female,52.9,Net Banking,Pending
INV000750,2/8/2024,149322,Redemption,238042,Delhi,New Delhi,T30,26-35,Male,20.9,UPI,Verified
INV004403,2/8/2024,125497,Redemption,340618,West Bengal,Kolkata,T30,26-35,Male,17.6,Mandate,Verified
INV001747,2/8/2024,148568,SIP,514,Madhya Pradesh,Indore,T30,18-25,Female,3.8,Cheque,Verified
INV000245,2/8/2024,119598,SIP,844,Punjab,Amritsar,B30,26-35,Male,6.2,Cheque,Verified
INV000999,2/8/2024,118635,SIP,4248,Telangana,Hyderabad,T30,26-35,Male,15.6,Mandate,Verified
INV004834,2/8/2024,120507,SIP,2154,Delhi,New Delhi,T30,26-35,Male,20,Net Banking,Verified
INV004549,2/8/2024,149323,SIP,10465,Tamil Nadu,Chennai,T30,36-45,Male,40.7,UPI,Verified
INV000058,2/8/2024,149322,SIP,946,Maharashtra,Mumbai,T30,26-35,Male,19.9,Cheque,Verified
INV001732,2/8/2024,119093,SIP,2479,Gujarat,Surat,T30,18-25,Female,5.7,Cheque,Verified
INV003303,2/8/2024,119092,SIP,52598,Gujarat,Ahmedabad,T30,26-35,Male,15.8,Net Banking,Verified
INV002822,2/8/2024,119120,Lumpsum,35517,Karnataka,Bangalore,T30,46-55,Male,79.5,Cheque,Verified
INV000485,2/8/2024,119551,SIP,411,Rajasthan,Jaipur,T30,26-35,Male,19.5,UPI,Verified
INV000028,2/8/2024,120504,Redemption,541119,Gujarat,Surat,T30,18-25,Female,6.1,UPI,Verified
INV000378,2/8/2024,102887,Redemption,97604,Madhya Pradesh,Bhopal,B30,26-35,Male,8.7,Cheque,Verified
INV002736,2/8/2024,119599,SIP,40604,Karnataka,Mysore,B30,18-25,Female,6.2,UPI,Verified
INV001806,2/8/2024,101206,SIP,20249,Telangana,Hyderabad,T30,36-45,Male,32.6,UPI,Verified
INV003037,2/8/2024,119092,SIP,3075,Telangana,Hyderabad,T30,18-25,Female,7.6,UPI,Verified
INV004299,2/8/2024,149322,Redemption,243153,Telangana,Hyderabad,T30,26-35,Female,23.1,Mandate,Verified
INV004987,2/8/2024,120505,SIP,1098,Telangana,Hyderabad,T30,46-55,Male,37.1,UPI,Verified
INV001972,2/8/2024,101208,SIP,15934,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,UPI,Verified
INV000870,2/8/2024,149322,Lumpsum,415626,Rajasthan,Udaipur,B30,18-25,Male,5,Net Banking,Verified
INV002878,2/8/2024,118632,SIP,2453,Uttar Pradesh,Lucknow,T30,26-35,Female,17.4,Cheque,Verified
INV000573,2/8/2024,120842,Lumpsum,180900,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,Cheque,Verified
INV000989,2/8/2024,102887,Redemption,36112,Gujarat,Surat,T30,36-45,Male,16.1,Cheque,Verified
INV002565,2/8/2024,149323,Lumpsum,291539,Rajasthan,Jaipur,T30,26-35,Male,10,Cheque,Verified
INV002385,2/8/2024,119092,SIP,3173,Punjab,Chandigarh,T30,26-35,Male,21.9,Mandate,Verified
INV002956,2/8/2024,118632,SIP,1186,Gujarat,Surat,T30,36-45,Female,53.7,UPI,Pending
INV000599,2/8/2024,125498,SIP,13280,Gujarat,Ahmedabad,T30,36-45,Male,24,Net Banking,Verified
INV002312,2/8/2024,118633,Lumpsum,414373,Delhi,Noida,T30,18-25,Female,5.5,Net Banking,Verified
INV000836,2/8/2024,125497,Redemption,538458,Haryana,Gurugram,T30,26-35,Male,24.4,Net Banking,Verified
INV004138,2/8/2024,149322,SIP,2913,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Net Banking,Verified
INV002238,2/8/2024,119093,SIP,404,Gujarat,Surat,T30,36-45,Male,58.3,Mandate,Verified
INV001990,2/8/2024,120503,Lumpsum,161171,Punjab,Amritsar,B30,26-35,Male,9.3,Cheque,Verified
INV003295,2/8/2024,102887,Lumpsum,91319,Gujarat,Ahmedabad,T30,26-35,Male,20.8,UPI,Verified
INV004891,2/8/2024,101207,SIP,1037,Telangana,Hyderabad,T30,46-55,Female,83.5,Cheque,Verified
INV004282,2/8/2024,118636,Redemption,15542,Punjab,Amritsar,B30,26-35,Male,20.8,Net Banking,Verified
INV003102,2/8/2024,120507,SIP,20842,Maharashtra,Pune,T30,18-25,Male,4.3,Cheque,Verified
INV003479,2/8/2024,100016,SIP,2705,West Bengal,Kolkata,T30,36-45,Female,44.7,Cheque,Verified
INV001687,2/8/2024,120503,SIP,2137,West Bengal,Kolkata,T30,26-35,Male,7.6,UPI,Verified
INV001630,2/8/2024,101207,SIP,24785,Telangana,Hyderabad,T30,36-45,Male,15.4,Mandate,Verified
INV001461,2/8/2024,120506,SIP,2654,Telangana,Hyderabad,T30,26-35,Female,13.5,Cheque,Verified
INV002115,2/8/2024,100033,SIP,1764,Punjab,Chandigarh,T30,56+,Female,71.4,Net Banking,Verified
INV000651,2/8/2024,118636,SIP,5430,Delhi,New Delhi,T30,18-25,Male,6,UPI,Verified
INV002974,2/8/2024,119095,Lumpsum,508060,Telangana,Hyderabad,T30,26-35,Female,21.9,UPI,Pending
INV003075,2/8/2024,119092,SIP,21025,Delhi,Gurugram,T30,46-55,Male,83.5,Net Banking,Verified
INV000103,2/8/2024,101206,SIP,2088,Punjab,Chandigarh,T30,26-35,Female,18.2,Net Banking,Verified
INV000176,2/8/2024,100025,SIP,7430,Rajasthan,Jaipur,T30,26-35,Male,13.4,Mandate,Verified
INV003873,2/8/2024,119599,Lumpsum,288580,Telangana,Hyderabad,T30,36-45,Female,37.2,Cheque,Verified
INV001079,2/8/2024,120842,Redemption,237069,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Verified
INV003134,2/8/2024,125497,Lumpsum,174678,Telangana,Hyderabad,T30,36-45,Female,41.3,Net Banking,Verified
INV001956,2/9/2024,100016,SIP,3348,Rajasthan,Jaipur,T30,26-35,Male,22.1,UPI,Verified
INV004682,2/9/2024,148569,SIP,3275,Telangana,Hyderabad,T30,26-35,Female,8.7,UPI,Verified
INV000784,2/9/2024,148568,SIP,1886,Tamil Nadu,Chennai,T30,36-45,Male,19.6,UPI,Verified
INV003844,2/9/2024,120505,Lumpsum,186986,Maharashtra,Nashik,B30,26-35,Female,15.9,UPI,Verified
INV004527,2/9/2024,148569,Redemption,8155,West Bengal,Kolkata,T30,36-45,Male,39.6,Cheque,Verified
INV003896,2/9/2024,149324,Redemption,321990,Haryana,Faridabad,B30,56+,Female,14.3,Mandate,Verified
INV004101,2/9/2024,118635,SIP,536,Telangana,Hyderabad,T30,46-55,Male,44.6,UPI,Pending
INV002666,2/9/2024,125497,Redemption,349989,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified
INV003561,2/9/2024,148569,Lumpsum,156509,West Bengal,Kolkata,T30,26-35,Male,22,UPI,Verified
INV002578,2/9/2024,119552,SIP,3240,Telangana,Hyderabad,T30,26-35,Male,20.9,Mandate,Verified
INV001315,2/9/2024,119092,SIP,5371,Telangana,Hyderabad,T30,46-55,Female,32.9,UPI,Verified
INV000989,2/9/2024,119095,Lumpsum,151418,Gujarat,Surat,T30,36-45,Male,16.1,Mandate,Verified
INV003090,2/9/2024,148567,Redemption,153727,Karnataka,Bangalore,T30,26-35,Male,16.9,Net Banking,Verified
INV003580,2/9/2024,148569,SIP,2094,Gujarat,Ahmedabad,T30,26-35,Male,22.5,UPI,Verified
INV004643,2/9/2024,148567,SIP,45144,Delhi,Noida,T30,26-35,Female,12.4,Mandate,Verified
INV003011,2/9/2024,118635,SIP,2340,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Cheque,Verified
INV000844,2/9/2024,118636,SIP,2323,Gujarat,Surat,T30,26-35,Male,6.5,Mandate,Verified
INV000460,2/9/2024,118636,Lumpsum,422591,Delhi,Noida,T30,36-45,Male,47.1,Net Banking,Verified
INV003058,2/9/2024,100033,Lumpsum,133071,Karnataka,Mysore,B30,36-45,Male,46.2,UPI,Verified
INV004922,2/9/2024,101207,SIP,1168,Haryana,Gurugram,T30,56+,Male,28.2,Mandate,Verified
INV000873,2/9/2024,102887,SIP,26338,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,Cheque,Verified
INV004907,2/9/2024,148567,Lumpsum,327568,Gujarat,Ahmedabad,T30,26-35,Male,20.7,Cheque,Verified
INV001948,2/9/2024,125497,SIP,17330,Tamil Nadu,Coimbatore,B30,18-25,Female,4.2,Net Banking,Verified
INV003398,2/9/2024,148568,Lumpsum,147259,Karnataka,Bangalore,T30,36-45,Male,42,Mandate,Verified
INV002660,2/9/2024,118635,SIP,4653,Uttar Pradesh,Lucknow,T30,36-45,Male,28.2,Cheque,Verified
INV003388,2/9/2024,119551,SIP,20337,Haryana,Faridabad,B30,56+,Female,39.3,Mandate,Verified
INV002050,2/9/2024,148567,SIP,1146,Tamil Nadu,Chennai,T30,18-25,Female,7.2,Mandate,Verified
INV001718,2/9/2024,120504,SIP,7247,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Cheque,Verified
INV001557,2/9/2024,148568,SIP,2013,Haryana,Gurugram,T30,26-35,Female,10.5,UPI,Pending
INV004261,2/9/2024,100016,SIP,1073,West Bengal,Kolkata,T30,56+,Male,49.8,UPI,Verified
INV001546,2/9/2024,102886,Lumpsum,190676,Punjab,Chandigarh,T30,26-35,Female,9.5,UPI,Verified
INV001878,2/9/2024,101206,Lumpsum,95295,West Bengal,Kolkata,T30,26-35,Male,7.8,Cheque,Verified
